id,station,date,prcp,tobs
18305,USC00516128,2013-12-19,2.0,68.0
18306,USC00516128,2013-12-20,1.02,70.0
18307,USC00516128,2013-12-21,1.14,69.0
18308,USC00516128,2013-12-23,,68.0
18309,USC00516128,2013-12-24,0.03,70.0
18310,USC00516128,2013-12-25,0.41,67.0
18311,USC00516128,2013-12-26,0.14,70.0
18312,USC00516128,2013-12-27,0.0,70.0
18313,USC00516128,2013-12-28,0.03,71.0
18314,USC00516128,2013-12-29,0.47,70.0
18315,USC00516128,2013-12-30,0.02,69.0
18316,USC00516128,2013-12-31,0.0,71.0
18620,USC00516128,2014-12-01,0.0,68.0
18621,USC00516128,2014-12-02,0.07,70.0
18622,USC00516128,2014-12-03,1.82,67.0
18623,USC00516128,2014-12-04,1.41,70.0
18624,USC00516128,2014-12-05,0.0,73.0
18625,USC00516128,2014-12-06,0.11,70.0
18626,USC00516128,2014-12-07,0.0,66.0
18627,USC00516128,2014-12-09,,70.0
18628,USC00516128,2014-12-10,0.0,72.0
18629,USC00516128,2014-12-11,1.09,71.0
18630,USC00516128,2014-12-12,0.83,68.0
18631,USC00516128,2014-12-13,0.0,71.0
18632,USC00516128,2014-12-14,1.75,67.0
18633,USC00516128,2014-12-15,0.55,65.0
18634,USC00516128,2014-12-16,0.58,66.0
18635,USC00516128,2014-12-17,0.8,70.0
18636,USC00516128,2014-12-18,0.21,69.0
18637,USC00516128,2014-12-19,0.51,70.0
18638,USC00516128,2014-12-21,,72.0
18639,USC00516128,2014-12-22,0.59,67.0
18640,USC00516128,2014-12-23,4.03,68.0
18641,USC00516128,2014-12-24,0.4,64.0
18642,USC00516128,2014-12-25,0.03,66.0
18643,USC00516128,2014-12-26,0.0,65.0
18644,USC00516128,2014-12-27,0.0,62.0
18645,USC00516128,2014-12-28,0.0,68.0
18646,USC00516128,2014-12-29,0.0,67.0
18960,USC00516128,2015-12-01,0.03,73.0
18961,USC00516128,2015-12-02,0.08,70.0
18962,USC00516128,2015-12-03,0.57,71.0
18963,USC00516128,2015-12-04,0.01,71.0
18964,USC00516128,2015-12-05,0.05,70.0
18965,USC00516128,2015-12-06,0.05,71.0
18966,USC00516128,2015-12-07,0.04,69.0
18967,USC00516128,2015-12-08,0.12,70.0
18968,USC00516128,2015-12-09,0.36,73.0
18969,USC00516128,2015-12-10,0.9,70.0
18970,USC00516128,2015-12-11,0.13,72.0
18971,USC00516128,2015-12-12,0.21,71.0
18972,USC00516128,2015-12-13,0.0,69.0
18973,USC00516128,2015-12-15,,74.0
18974,USC00516128,2015-12-16,0.07,73.0
18975,USC00516128,2015-12-17,0.43,69.0
18976,USC00516128,2015-12-18,0.59,71.0
18977,USC00516128,2015-12-19,1.19,68.0
18978,USC00516128,2015-12-20,0.43,72.0
18979,USC00516128,2015-12-22,,71.0
18980,USC00516128,2015-12-23,1.56,70.0
18981,USC00516128,2015-12-24,0.01,72.0
18982,USC00516128,2015-12-25,1.19,71.0
18983,USC00516128,2015-12-26,0.81,69.0
18984,USC00516128,2015-12-27,2.21,71.0
18985,USC00516128,2015-12-29,,67.0
18986,USC00516128,2015-12-30,0.03,71.0
18987,USC00516128,2015-12-31,0.1,69.0
19299,USC00516128,2016-12-01,0.72,71.0
19300,USC00516128,2016-12-02,1.27,71.0
19301,USC00516128,2016-12-03,1.62,67.0
19302,USC00516128,2016-12-04,0.31,76.0
19303,USC00516128,2016-12-05,1.6,67.0
19304,USC00516128,2016-12-06,0.0,67.0
19305,USC00516128,2016-12-07,0.02,68.0
19306,USC00516128,2016-12-08,0.03,71.0
19307,USC00516128,2016-12-09,0.42,68.0
19308,USC00516128,2016-12-10,0.04,68.0
19309,USC00516128,2016-12-11,0.13,69.0
19310,USC00516128,2016-12-12,0.01,65.0
19311,USC00516128,2016-12-13,0.09,70.0
19312,USC00516128,2016-12-14,0.33,69.0
19313,USC00516128,2016-12-15,0.03,64.0
19314,USC00516128,2016-12-16,0.0,60.0
19315,USC00516128,2016-12-18,,67.0
19316,USC00516128,2016-12-19,0.15,72.0
19317,USC00516128,2016-12-20,0.0,73.0
19318,USC00516128,2016-12-21,0.55,70.0
19319,USC00516128,2016-12-22,1.24,68.0
19320,USC00516128,2016-12-23,0.83,69.0
19321,USC00516128,2016-12-24,1.08,69.0
19322,USC00516128,2016-12-25,0.38,69.0
19323,USC00516128,2016-12-26,1.48,71.0
19324,USC00516128,2016-12-27,0.14,71.0
19325,USC00516128,2016-12-28,0.14,71.0
19326,USC00516128,2016-12-29,1.03,69.0
19327,USC00516128,2016-12-30,2.37,65.0
19328,USC00516128,2016-12-31,0.9,65.0
